Wavmic	FluxJy	errFluxJy
5.61436	4.9823E-4	5.26712E-4
5.67188	4.8654E-4	5.17013E-4
5.72838	4.6959E-4	5.20014E-4
5.78389	4.3463E-4	5.2952E-4
5.83843	3.7381E-4	4.69898E-4
5.89204	3.2966E-4	4.48932E-4
5.94474	3.127E-4	4.47904E-4
5.99657	3.0109E-4	4.59639E-4
6.04755	2.9813E-4	4.5762E-4
6.09772	3.0206E-4	4.77238E-4
6.1471	3.0504E-4	4.66952E-4
6.19572	3.1436E-4	4.73651E-4
6.24362	3.2433E-4	4.78506E-4
6.29082	3.3356E-4	4.70868E-4
6.33735	3.4789E-4	4.89751E-4
6.38325	3.5259E-4	4.98537E-4
6.42854	3.5829E-4	5.13888E-4
6.47324	3.6198E-4	5.11332E-4
6.5174	3.6326E-4	5.22425E-4
6.56104	3.5277E-4	5.32488E-4
6.60419	3.4571E-4	5.20985E-4
6.64689	3.274E-4	5.23419E-4
6.68915	3.085E-4	5.07497E-4
6.73101	2.8426E-4	5.01027E-4
6.77249	2.7626E-4	5.01305E-4
6.81362	2.6676E-4	5.0635E-4
6.85439	2.6321E-4	5.06596E-4
6.89482	2.6344E-4	5.08612E-4
6.9349	2.6804E-4	5.10437E-4
6.97464	2.7586E-4	5.2096E-4
7.01404	2.8398E-4	5.31489E-4
7.05311	2.8673E-4	5.45396E-4
7.09186	2.9211E-4	5.64601E-4
7.13029	2.9893E-4	5.5542E-4
7.1684	3.0493E-4	5.73601E-4
7.2062	3.0357E-4	5.66347E-4
7.2437	3.0623E-4	5.86978E-4
7.28089	3.0595E-4	5.95852E-4
7.31779	3.0709E-4	5.99798E-4
7.35439	3.0885E-4	5.95451E-4
7.39071	3.0619E-4	6.05687E-4
7.42675	3.0477E-4	6.12692E-4
7.4625	3.0538E-4	6.13711E-4
7.49799	3.1075E-4	6.23101E-4
7.5332	3.1453E-4	6.34662E-4
7.56816	3.1175E-4	6.36112E-4
7.60285	3.062E-4	6.40258E-4
7.63729	2.967E-4	6.37331E-4
7.67148	2.8778E-4	6.36226E-4
7.70543	2.7776E-4	6.33954E-4
7.73914	2.8193E-4	6.29783E-4
7.77261	2.8951E-4	6.46701E-4
7.80585	2.8999E-4	6.4671E-4
7.83887	2.9045E-4	6.62907E-4
7.87167	2.8989E-4	6.65934E-4
7.90425	2.8793E-4	6.63371E-4
7.93662	2.8711E-4	6.58431E-4
7.96878	2.8051E-4	6.54996E-4
8.00074	2.7754E-4	6.56821E-4
8.03251	2.7182E-4	6.58274E-4
8.06408	2.6974E-4	6.68662E-4
8.09547	2.6E-4	6.56125E-4
8.12668	2.6095E-4	6.72723E-4
8.1577	2.4772E-4	6.59496E-4
8.18856	2.4725E-4	6.65922E-4
8.21924	2.3799E-4	6.56583E-4
8.24977	2.3438E-4	6.64675E-4
8.28013	2.28E-4	6.77278E-4
8.31034	2.2462E-4	6.86474E-4
8.3404	2.2311E-4	6.83166E-4
8.37032	2.1443E-4	6.73279E-4
8.4001	2.0767E-4	6.59101E-4
8.42974	1.9853E-4	6.5131E-4
8.45925	1.9672E-4	6.5834E-4
8.48863	1.8771E-4	6.51649E-4
8.51788	1.8295E-4	6.58294E-4
8.54699	1.7652E-4	6.73316E-4
8.57598	1.7175E-4	6.5381E-4
8.60484	1.6585E-4	6.57161E-4
8.63357	1.5824E-4	6.49541E-4
8.66218	1.5579E-4	6.49589E-4
8.69065	1.4655E-4	6.33726E-4
8.71901	1.418E-4	6.48231E-4
8.74724	1.3592E-4	6.4329E-4
8.77534	1.2956E-4	6.49753E-4
8.80332	1.2169E-4	6.50463E-4
8.83118	1.1447E-4	6.35927E-4
8.85892	1.0944E-4	6.3567E-4
8.88654	1.0556E-4	6.34801E-4
8.91404	1.0036E-4	6.21599E-4
8.94142	9.334E-5	6.12885E-4
8.96869	9.028E-5	6.07621E-4
8.99583	8.774E-5	6.15756E-4
9.02286	8.288E-5	6.13569E-4
9.04978	8.099E-5	6.24654E-4
9.07658	7.743E-5	6.19386E-4
9.10326	7.882E-5	6.37574E-4
9.12983	7.367E-5	6.18744E-4
9.1563	7.418E-5	6.41326E-4
9.18265	7.266E-5	6.48687E-4
9.20889	7.149E-5	6.47638E-4
9.23502	7.121E-5	6.37918E-4
9.26104	6.816E-5	6.46655E-4
9.28695	6.874E-5	6.33917E-4
9.31276	6.795E-5	6.48796E-4
9.33846	6.455E-5	6.47157E-4
9.36405	6.308E-5	6.64852E-4
9.38954	5.99E-5	6.64277E-4
9.41493	6.045E-5	6.83333E-4
9.44021	5.82E-5	6.71161E-4
9.46539	5.406E-5	6.72805E-4
9.49047	5.755E-5	6.73296E-4
9.51545	5.559E-5	6.70089E-4
9.54033	5.474E-5	6.70551E-4
9.56511	5.028E-5	6.89244E-4
9.5898	4.953E-5	6.80427E-4
9.61438	4.723E-5	6.86249E-4
9.63887	4.603E-5	6.88292E-4
9.66326	4.697E-5	7.05209E-4
9.68756	4.47E-5	6.93627E-4
9.71177	4.359E-5	7.12126E-4
9.73588	4.57E-5	7.09535E-4
9.7599	4.439E-5	7.22448E-4
9.78383	4.437E-5	7.25395E-4
9.80766	4.842E-5	7.55137E-4
9.83141	5.054E-5	7.48829E-4
9.85507	5.149E-5	7.42974E-4
9.87864	4.76E-5	7.58744E-4
9.90212	5.07E-5	7.67813E-4
9.92552	5.221E-5	7.749E-4
9.94883	5.311E-5	8.01506E-4
9.97206	5.469E-5	8.04129E-4
9.9952	5.72E-5	8.18959E-4
10.01826	5.59E-5	8.31533E-4
10.04124	6.168E-5	8.57105E-4
10.06413	6.223E-5	8.67892E-4
10.08695	5.809E-5	8.88186E-4
10.10968	6.14E-5	8.87961E-4
10.13233	6.034E-5	9.05094E-4
10.15491	6.074E-5	9.16099E-4
10.17741	6.189E-5	9.3143E-4
10.19984	6.259E-5	9.34153E-4
10.22218	6.499E-5	9.59488E-4
10.24446	6.235E-5	9.41899E-4
10.26665	5.997E-5	9.71194E-4
10.28878	6.237E-5	9.75676E-4
10.31083	6.642E-5	0.00102
10.33281	6.588E-5	0.00102
10.35472	6.546E-5	0.00103
10.37656	6.504E-5	0.00102
10.39833	6.514E-5	0.00108
10.42004	6.616E-5	0.00108
10.44167	6.427E-5	0.00112
10.46324	6.22E-5	0.00112
10.48474	6.139E-5	0.00116
10.50618	6.433E-5	0.00116
10.52755	6.363E-5	0.00121
10.54886	6.121E-5	0.00122
10.57011	6.57E-5	0.00124
10.59129	6.603E-5	0.00126
10.61242	6.69E-5	0.0013
10.63348	6.308E-5	0.00128
10.65449	6.623E-5	0.00135
10.67543	6.509E-5	0.00131
10.69632	6.864E-5	0.00138
10.71715	6.51E-5	0.00136
10.73793	6.804E-5	0.00142
10.75865	6.312E-5	0.00142
10.77932	6.517E-5	0.00149
10.79993	6.498E-5	0.00145
10.82049	6.399E-5	0.00153
10.841	5.753E-5	0.00153
10.86145	6.162E-5	0.00155
10.88186	6.456E-5	0.00159
10.90221	6.529E-5	0.00164
10.9225	6.885E-5	0.00169
10.94275	6.027E-5	0.00172
10.96294	5.697E-5	0.00167
10.98308	5.799E-5	0.00176
11.00318	6.39E-5	0.00186
11.02321	5.994E-5	0.00184
11.0432	5.492E-5	0.00185
11.06314	5.995E-5	0.00189
11.08303	6.052E-5	0.00189
11.10286	6.579E-5	0.00198
11.12265	6.1E-5	0.00199
11.14239	6.046E-5	0.00206
11.16207	6.348E-5	0.0021
11.18171	5.677E-5	0.00215
11.2013	6.116E-5	0.00211
11.22084	6.281E-5	0.00222
11.24033	5.985E-5	0.00219
11.25977	5.22E-5	0.00229
11.27916	6.406E-5	0.00229
11.29851	6.024E-5	0.00243
11.3178	6.064E-5	0.00247
11.33705	5.563E-5	0.00255
11.35625	6.547E-5	0.00254
11.3754	5.791E-5	0.00259
11.3945	6.513E-5	0.00257
11.41356	6.378E-5	0.00263
11.43257	5.046E-5	0.00257
11.45153	5.43E-5	0.00268
11.47045	6.351E-5	0.00264
11.48932	6.034E-5	0.00273
11.50815	4.93E-5	0.00273
11.52692	7.006E-5	0.0028
11.54565	7.36E-5	0.00278
11.56434	6.472E-5	0.00298
11.58298	5.673E-5	0.00303
11.60158	5.414E-5	0.00311
11.62013	6.229E-5	0.00305
11.63863	6.075E-5	0.00313
11.65709	7.005E-5	0.00315
11.67551	5.37E-5	0.0033
11.69388	4.627E-5	0.00334
11.71221	5.74E-5	0.00351
11.73049	5.573E-5	0.00339
11.74873	5.616E-5	0.00362
11.76693	7.051E-5	0.00367
11.78508	9.325E-5	0.00392
11.80319	5.925E-5	0.00412
11.82126	6.515E-5	0.00405
11.83929	5.549E-5	0.00404
11.85726	6.228E-5	0.00445
11.87521	6.884E-5	0.00429
11.8931	6.565E-5	0.00463
11.91096	7.15E-5	0.00455
11.92877	6.789E-5	0.00461
11.94654	5.36E-5	0.00449
11.96427	6.239E-5	0.00476
11.98196	6.186E-5	0.00478
11.99961	7.055E-5	0.00494
12.01722	4.559E-5	0.00509
12.03478	6.697E-5	0.00505
12.05231	6.96E-5	0.0052
12.0698	4.814E-5	0.00521
12.08724	4.686E-5	0.00547
12.10465	4.066E-5	0.00553
12.12202	8.804E-5	0.00602
12.13935	8.524E-5	0.00626
12.15663	8.033E-5	0.00601
12.17388	6.451E-5	0.0059
12.19109	4.08E-5	0.00584
12.20826	6.778E-5	0.00608
12.2254	3.934E-5	0.00614
12.24249	6.277E-5	0.00636
12.25955	5.106E-5	0.00637
12.27657	6.84E-5	0.00669
12.29355	7.815E-5	0.00709
12.31049	5.389E-5	0.0073
12.3274	5.497E-5	0.00735
12.34427	6.236E-5	0.00757
12.3611	6.445E-5	0.00766
12.3779	8.89E-5	0.0091
12.39466	6.08E-5	0.00862
12.41138	5.432E-5	0.00911
12.42806	3.799E-5	0.00864
12.44472	7.93E-5	0.0092
12.46133	4.36E-6	0.00835
12.47791	5.191E-5	0.00897
12.49446	4.519E-5	0.00839
12.51096	8.601E-5	0.00934
12.52744	5.713E-5	0.00926
12.54388	5.39E-5	0.00999
12.56028	2.955E-5	0.0101
12.57665	7.222E-5	0.01011
12.59299	5.011E-5	0.00983
12.60929	2.335E-5	0.0113
12.62556	4.476E-5	0.0104
12.6418	6.483E-5	0.01027
12.658	4.532E-5	0.01133
12.67417	7.442E-5	0.01227
12.6903	4.481E-5	0.01124
12.70641	5.088E-5	0.01182
12.72247	2.623E-5	0.0122
12.73851	1.0797E-4	0.01297
12.75452	1.632E-5	0.01022
12.77049	6.825E-5	0.01313
12.78643	6.525E-5	0.01152
12.80235	6.824E-5	0.01256
12.81822	9.036E-5	0.012
12.83407	7.485E-5	0.01387
12.84989	7.367E-5	0.01343
12.86567	4.401E-5	0.01289
12.88143	4.238E-5	0.01213
12.89715	4.516E-5	0.01353
12.91285	5.256E-5	0.01146
12.92851	5.212E-5	0.01215
12.94415	9.54E-5	0.0133
12.95975	3.332E-5	0.01354
12.97533	4.834E-5	0.01422
12.99087	8.071E-5	0.01423
13.00639	7.003E-5	0.0149
13.02188	4.346E-5	0.01621
13.03734	5.55E-6	0.01454
13.05277	1.894E-5	0.01413
13.06817	2.775E-5	0.01622
13.08355	6.29E-5	0.01562
13.09889	4.519E-5	0.01377
13.11421	4.01E-6	0.01741
13.1295	2.766E-5	0.01704
13.16001	6.15E-6	0.01602
13.17522	5.659E-5	0.01544
13.1904	7.01E-6	0.01253
13.20556	8.08E-6	0.01748
13.22069	3.12E-6	0.01649
13.23579	2.391E-5	0.01782
13.25087	5.735E-5	0.01588
13.26592	3.312E-5	0.01788
13.28095	4.762E-5	0.01799
13.29595	7.577E-5	0.01756
13.34081	4.273E-5	0.01754
13.37059	1.777E-5	0.0172
13.40027	3.61E-6	0.01776
13.41508	4.2E-6	0.02184
13.44462	6.74E-6	0.01855
13.45936	4.868E-5	0.01772
13.47407	1.3272E-4	0.02036
13.48876	5.987E-5	0.01732
13.50343	1.36E-5	0.02056
13.51807	9.903E-5	0.02449
13.5473	1.936E-5	0.02231
13.56187	2.324E-5	0.0223
13.57643	2.333E-5	0.01914
13.60548	1.5156E-4	0.02936
13.61998	1.44E-5	0.02398
13.63445	7.022E-5	0.0296
13.6489	1.215E-5	0.03095
13.67774	2.016E-5	0.02624
13.7638	2.471E-5	0.04029
13.77807	1.2318E-4	0.0299
13.80656	4.45E-6	0.02859
13.82079	6.202E-5	0.03114
13.86333	8.179E-5	0.02848
13.89161	1.267E-5	0.0275
13.90573	8.509E-5	0.03086
13.91982	8.033E-5	0.02911
13.9339	3.95E-6	0.05631
13.94797	8.519E-5	0.03494
13.96201	1.1646E-4	0.03842
13.97605	7.551E-5	0.03777
13.99006	4.047E-5	0.03127
14.00406	1.152E-5	0.04832
