Wavmic	FluxJy	errFluxJy
3.96637	5.4682E-4	0.00264
3.96704	5.4763E-4	0.00268
3.96771	5.4777E-4	0.00264
3.96838	5.5262E-4	0.00263
3.96906	5.5262E-4	0.00265
3.96973	5.5357E-4	0.0027
3.9704	5.5262E-4	0.00272
3.97107	5.5262E-4	0.00282
3.97174	5.5437E-4	0.00271
3.97241	5.419E-4	0.00263
3.97308	5.419E-4	0.00261
3.97375	5.419E-4	0.00256
3.97442	5.4654E-4	0.00278
3.9751	5.419E-4	0.00264
3.97577	5.449E-4	0.00263
3.97644	5.4145E-4	0.00265
3.97711	5.449E-4	0.00269
3.97778	5.3964E-4	0.00264
3.97845	5.449E-4	0.00264
3.97912	5.3964E-4	0.00263
3.97979	5.5005E-4	0.00259
3.98046	5.3778E-4	0.00262
3.98113	5.4349E-4	0.00272
3.98181	5.3778E-4	0.00255
3.98248	5.4349E-4	0.00262
3.98315	5.3081E-4	0.00269
3.98382	5.3081E-4	0.00265
3.98449	5.2441E-4	0.00269
3.98516	5.2441E-4	0.00264
3.98583	5.2441E-4	0.00264
3.9865	5.2441E-4	0.00259
3.98717	5.3583E-4	0.00272
3.98784	5.4095E-4	0.00268
3.98851	5.432E-4	0.00266
3.98919	5.4887E-4	0.00264
3.98986	5.4887E-4	0.0027
3.99053	5.527E-4	0.0027
3.9912	5.5338E-4	0.00267
3.99187	5.527E-4	0.00265
3.99254	5.527E-4	0.00278
3.99321	5.527E-4	0.00265
3.99388	5.5188E-4	0.00275
3.99455	5.5188E-4	0.00264
3.99522	5.5188E-4	0.00274
3.99589	5.5188E-4	0.00271
3.99656	5.5387E-4	0.00274
3.99724	5.5387E-4	0.00267
3.99791	5.6578E-4	0.0028
3.99858	5.6578E-4	0.0027
3.99925	5.6046E-4	0.00279
3.99992	5.6046E-4	0.0028
4.00059	5.6046E-4	0.00275
4.00126	5.6046E-4	0.00282
4.00193	5.7355E-4	0.00275
4.0026	5.7355E-4	0.00284
4.00327	5.6231E-4	0.00291
4.00394	5.6231E-4	0.00275
4.00461	5.6128E-4	0.00276
4.00529	5.5186E-4	0.00272
4.00596	5.5186E-4	0.00276
4.00663	5.5186E-4	0.00275
4.0073	5.6303E-4	0.00285
4.00797	5.6303E-4	0.00283
4.00864	5.6303E-4	0.00287
4.00931	5.7131E-4	0.0028
4.00998	5.6916E-4	0.00277
4.01065	5.6344E-4	0.00285
4.01132	5.6562E-4	0.00276
4.01199	5.6562E-4	0.00286
4.01266	5.638E-4	0.00276
4.01333	5.638E-4	0.00269
4.01397	5.6562E-4	0.00286
4.01464	5.638E-4	0.00291
4.01531	5.6862E-4	0.00283
4.01598	5.6862E-4	0.00277
4.01665	5.6303E-4	0.00276
4.01732	5.6303E-4	0.00274
4.018	5.6297E-4	0.00279
4.01867	5.6019E-4	0.00284
4.01934	5.6019E-4	0.00287
4.02001	5.6052E-4	0.00281
4.02068	5.6052E-4	0.00281
4.02135	5.7299E-4	0.00287
4.02202	5.7427E-4	0.00288
4.02269	5.7865E-4	0.00295
4.02336	5.7865E-4	0.00286
4.02403	5.7945E-4	0.00285
4.0247	5.7427E-4	0.00293
4.02537	5.7466E-4	0.00295
4.02604	5.7322E-4	0.00295
4.02671	5.7466E-4	0.0028
4.02738	5.7466E-4	0.00287
4.02805	5.7523E-4	0.00292
4.02872	5.7561E-4	0.00285
4.0294	5.7561E-4	0.00291
4.03007	5.7835E-4	0.00293
4.03074	5.8184E-4	0.00275
4.03141	5.8645E-4	0.00282
4.03208	5.8645E-4	0.00281
4.03275	5.8645E-4	0.00296
4.03342	5.8704E-4	0.00286
4.03409	5.8256E-4	0.00285
4.03476	5.7848E-4	0.00301
4.03543	5.7998E-4	0.00282
4.0361	5.7998E-4	0.00286
4.03677	5.7998E-4	0.00285
4.03744	5.7998E-4	0.00307
4.03811	5.8133E-4	0.00297
4.03878	5.8461E-4	0.00285
4.03945	5.8461E-4	0.00292
4.04012	5.7399E-4	0.00306
4.04079	5.7821E-4	0.0029
4.04146	5.7399E-4	0.00293
4.04213	5.7248E-4	0.00293
4.0428	5.7089E-4	0.00285
4.04347	5.5793E-4	0.00287
4.04414	5.4591E-4	0.00283
4.04482	5.4591E-4	0.00272
4.04549	5.4591E-4	0.00281
4.04616	5.868E-4	0.00299
4.04683	5.8703E-4	0.00293
4.0475	5.8779E-4	0.00308
4.04817	6.0046E-4	0.00313
4.04884	6.0097E-4	0.00303
4.04951	6.1111E-4	0.00311
4.05018	6.1128E-4	0.00323
4.05085	6.3508E-4	0.00332
4.05152	6.5919E-4	0.00335
4.05219	6.5919E-4	0.00346
4.05286	6.5919E-4	0.00338
4.05353	6.4787E-4	0.00329
4.0542	6.4321E-4	0.00328
4.05487	6.3225E-4	0.00342
4.05554	5.9713E-4	0.00325
4.05621	5.9287E-4	0.0032
4.05688	5.8207E-4	0.00303
4.05755	5.909E-4	0.00296
4.05822	5.8207E-4	0.00292
4.05889	5.8067E-4	0.00302
4.05956	5.8067E-4	0.00295
4.06023	5.8067E-4	0.00312
4.0609	5.7405E-4	0.00294
4.06157	5.7487E-4	0.0029
4.06224	5.7405E-4	0.00293
4.06291	5.7405E-4	0.00289
4.06358	5.731E-4	0.003
4.06425	5.7487E-4	0.00297
4.06492	5.751E-4	0.00293
4.06559	5.751E-4	0.00304
4.06626	5.7602E-4	0.00285
4.06693	5.7602E-4	0.00293
4.0676	5.7195E-4	0.00292
4.06827	5.6289E-4	0.0028
4.06894	5.6088E-4	0.00283
4.06961	5.6088E-4	0.00284
4.07028	5.6066E-4	0.0028
4.07095	5.5913E-4	0.00287
4.07162	5.6066E-4	0.00294
4.07229	5.6067E-4	0.00273
4.07296	5.6066E-4	0.00287
4.07363	5.5655E-4	0.00293
4.0743	5.6067E-4	0.00284
4.07497	5.6067E-4	0.00285
4.07564	5.6276E-4	0.00287
4.07631	5.672E-4	0.00302
4.07698	5.7109E-4	0.00286
4.07765	5.7109E-4	0.003
4.07832	5.7301E-4	0.0029
4.07899	5.735E-4	0.00289
4.07967	5.7301E-4	0.00292
4.08034	5.6955E-4	0.00294
4.08101	5.6946E-4	0.00298
4.08168	5.6392E-4	0.00555
4.08235	5.5839E-4	0.00679
4.08301	5.5442E-4	0.00609
4.08368	5.5442E-4	0.00282
4.08435	5.5285E-4	0.00283
4.08502	5.5442E-4	0.00291
4.08569	5.6149E-4	0.0029
4.08636	5.665E-4	0.00289
4.08703	5.665E-4	0.00307
4.0877	5.665E-4	0.00284
4.08837	5.6613E-4	0.00289
4.08904	5.6613E-4	0.00296
4.08971	5.6613E-4	0.00289
4.09038	5.6613E-4	0.00286
4.09105	5.6565E-4	0.00295
4.09172	5.7054E-4	0.0029
4.09239	5.7344E-4	0.00288
4.09306	5.6565E-4	0.00291
4.09373	5.7735E-4	0.00295
4.0944	5.7735E-4	0.00299
4.09507	5.7287E-4	0.00301
4.09574	5.7287E-4	0.00336
4.09641	5.7287E-4	0.00286
4.09708	5.7225E-4	0.00305
4.09775	5.7079E-4	0.0029
4.09842	5.7079E-4	0.00303
4.09909	5.7079E-4	0.00285
4.09976	5.7852E-4	0.00296
4.10043	5.7852E-4	0.00289
4.1011	5.7852E-4	0.00299
4.10177	5.7488E-4	0.00288
4.10244	5.7288E-4	0.00285
4.10311	5.7288E-4	0.00292
4.10378	5.7488E-4	0.00297
4.10445	5.8037E-4	0.00298
4.10512	5.8051E-4	0.00298
4.10579	5.8051E-4	0.00293
4.10646	5.8051E-4	0.00292
4.10713	5.6529E-4	0.00289
4.1078	5.6008E-4	0.0029
4.10847	5.5994E-4	0.00297
4.10914	5.5994E-4	0.00286
4.10981	5.5994E-4	0.00293
4.11048	5.5994E-4	0.00282
4.11115	5.662E-4	0.00293
4.11182	5.662E-4	0.003
4.11249	5.7052E-4	0.00297
4.11316	5.7052E-4	0.00288
4.11383	5.6574E-4	0.00297
4.1145	5.6574E-4	0.00317
4.11517	5.7427E-4	0.00282
4.11584	5.8178E-4	0.00292
4.11651	5.8178E-4	0.0029
4.11718	5.8379E-4	0.00289
4.11785	5.8379E-4	0.00293
4.11851	5.7946E-4	0.003
4.11918	5.7528E-4	0.00369
4.11985	5.7791E-4	0.003
4.12052	5.7755E-4	0.00292
4.12119	5.7755E-4	0.00284
4.12186	5.7668E-4	0.0029
4.12253	5.7668E-4	0.00294
4.1232	5.7668E-4	0.00294
4.12387	5.7642E-4	0.0029
4.12454	5.7495E-4	0.00298
4.12521	5.7173E-4	0.00291
4.12588	5.7173E-4	0.00289
4.12655	5.7173E-4	0.00287
4.12722	5.8004E-4	0.00304
4.12789	5.8004E-4	0.00289
4.12856	5.8204E-4	0.00301
4.12923	5.8204E-4	0.00289
4.1299	5.829E-4	0.00292
4.13057	5.829E-4	0.00302
4.13124	5.829E-4	0.003
4.13191	5.7709E-4	0.00292
4.13258	5.7709E-4	0.0031
4.13324	5.7709E-4	0.00285
4.13391	5.7783E-4	0.00289
4.13458	5.839E-4	0.0029
4.13525	5.839E-4	0.00297
4.13592	5.8756E-4	0.00288
4.13659	5.8824E-4	0.0029
4.13726	5.8756E-4	0.00294
4.13793	5.8489E-4	0.0029
4.1386	5.8824E-4	0.00283
4.13927	5.8909E-4	0.00298
4.13994	5.8909E-4	0.00287
4.14061	5.9248E-4	0.00293
4.14128	5.9248E-4	0.00289
4.14195	5.9248E-4	0.00302
4.14262	5.8748E-4	0.00288
4.14329	5.8594E-4	0.00292
4.14396	5.8594E-4	0.00287
4.14463	5.8711E-4	0.00295
4.14529	5.8711E-4	0.00298
4.14593	5.9029E-4	0.00309
4.1466	5.9029E-4	0.003
4.14727	5.9366E-4	0.00295
4.14794	5.9366E-4	0.00287
4.14861	5.9366E-4	0.00302
4.14928	5.8903E-4	0.0029
4.14995	5.8903E-4	0.00288
4.15062	5.8903E-4	0.00295
4.15129	5.8778E-4	0.00298
4.15196	5.8778E-4	0.00298
4.15263	5.9099E-4	0.00292
4.15329	5.9099E-4	0.00297
4.15396	5.8903E-4	0.00293
4.15463	5.8903E-4	0.00305
4.1553	5.8886E-4	0.00302
4.15597	5.8826E-4	0.00297
4.15664	5.8826E-4	0.00294
4.15731	5.8657E-4	0.00298
4.15798	5.8826E-4	0.00292
4.15865	5.9575E-4	0.00292
4.15932	5.9575E-4	0.00294
4.15999	5.8603E-4	0.00286
4.16066	5.9342E-4	0.00293
4.16133	5.867E-4	0.00294
4.16199	5.867E-4	0.00294
4.16266	5.9342E-4	0.00288
4.16333	5.9468E-4	0.00296
4.164	5.9844E-4	0.0031
4.16467	6.1097E-4	0.00287
4.16534	6.1097E-4	0.00293
4.16601	6.1038E-4	0.00301
4.16668	6.1038E-4	0.00298
4.16735	6.0574E-4	0.0028
4.16802	6.0352E-4	0.00293
4.16869	6.0352E-4	0.00298
4.16936	6.0574E-4	0.00297
4.17002	6.0352E-4	0.00303
4.17069	6.0759E-4	0.00304
4.17136	6.0759E-4	0.00303
4.17203	6.1226E-4	0.00301
4.1727	6.1226E-4	0.00289
4.17337	6.1755E-4	0.00289
4.17404	6.1226E-4	0.00303
4.17471	6.1226E-4	0.00298
4.17538	6.1102E-4	0.00298
4.17605	6.1102E-4	0.003
4.17671	6.1102E-4	0.00296
4.17738	6.1882E-4	0.00304
4.17805	6.2048E-4	0.00306
4.17872	6.2048E-4	0.00286
4.17939	6.1882E-4	0.00303
4.18006	6.1882E-4	0.00294
4.18073	6.1027E-4	0.00287
4.1814	6.1027E-4	0.00298
4.18207	6.0393E-4	0.00295
4.18274	6.0393E-4	0.00303
4.1834	5.9721E-4	0.00286
4.18407	5.9721E-4	0.00376
4.18474	5.9721E-4	0.0033
4.18541	6.0601E-4	0.00353
4.18608	6.0672E-4	0.00304
4.18675	6.1482E-4	0.00294
4.18742	6.1482E-4	0.00291
4.18809	6.2232E-4	0.00299
4.18876	6.2439E-4	0.00303
4.18943	6.2439E-4	0.00294
4.19009	6.1199E-4	0.0031
4.19076	6.0439E-4	0.00296
4.19143	6.0024E-4	0.00293
4.1921	6.0024E-4	0.00299
4.19277	6.0133E-4	0.00285
4.19344	6.0133E-4	0.00295
4.19411	6.051E-4	0.003
4.19478	6.0621E-4	0.00502
4.19545	6.1109E-4	0.0043
4.19611	6.132E-4	0.00563
4.19678	6.132E-4	0.00299
4.19745	6.1597E-4	0.00298
4.19812	6.1408E-4	0.00298
4.19879	6.1408E-4	0.00301
4.19946	6.1408E-4	0.00302
4.20013	6.1408E-4	0.00309
4.2008	6.1408E-4	0.00307
4.20146	6.1371E-4	0.00306
4.20213	6.1371E-4	0.0031
4.2028	6.1122E-4	0.00306
4.20347	6.1122E-4	0.00312
4.20414	6.1122E-4	0.00306
4.20481	6.1892E-4	0.00304
4.20548	6.1499E-4	0.00303
4.20615	6.1499E-4	0.00313
4.20681	6.1892E-4	0.00312
4.20748	6.1608E-4	0.00296
4.20815	6.1499E-4	0.00306
4.20882	6.1126E-4	0.00308
4.20949	6.1608E-4	0.00301
4.21016	6.1608E-4	0.00314
4.21083	6.2684E-4	0.00316
4.2115	6.355E-4	0.00313
4.21216	6.355E-4	0.00325
4.21283	6.3574E-4	0.00312
4.2135	6.3574E-4	0.00307
4.21417	6.355E-4	0.00332
4.21484	6.302E-4	0.00312
4.21551	6.302E-4	0.00314
4.21618	6.1938E-4	0.00319
4.21685	6.192E-4	0.00327
4.21751	6.1096E-4	0.00305
4.21818	6.1096E-4	0.00321
4.21885	6.0193E-4	0.00317
4.21952	6.0193E-4	0.00307
4.22019	5.8819E-4	0.00305
4.22086	5.869E-4	0.00304
4.22153	5.8012E-4	0.00307
4.22219	5.7281E-4	0.00308
4.22286	5.5331E-4	0.003
4.22353	5.4439E-4	0.00301
4.2242	5.3782E-4	0.00299
4.22487	5.3766E-4	0.00326
4.22554	5.1056E-4	0.00292
4.22621	5.0545E-4	0.00296
4.22687	4.7041E-4	0.00283
4.22754	4.5897E-4	0.00284
4.22821	4.463E-4	0.00279
4.22888	4.2928E-4	0.00264
4.22955	4.1716E-4	0.00265
4.23022	3.8608E-4	0.0025
4.23088	3.8219E-4	0.00255
4.23155	3.4788E-4	0.00243
4.23219	3.455E-4	0.00243
4.23286	3.3259E-4	0.00234
4.23353	3.0481E-4	0.00215
4.2342	2.8699E-4	0.00229
4.23486	2.7142E-4	0.00226
4.23553	2.5029E-4	0.00207
4.2362	2.2897E-4	0.00203
4.23687	2.0923E-4	0.00188
4.23754	1.869E-4	0.00193
4.23821	1.7749E-4	0.00179
4.23887	1.5787E-4	0.00179
4.23954	1.3969E-4	0.00162
4.24021	1.2988E-4	0.00164
4.24088	1.1275E-4	0.00158
4.24155	1.0271E-4	0.00158
4.24222	9.151E-5	0.00131
4.24288	7.996E-5	0.00132
4.24355	6.691E-5	0.0012
4.24422	5.783E-5	0.00141
4.24489	5.593E-5	0.00113
4.24556	2.758E-5	0.00347
4.24623	2.758E-5	0.0038
4.24689	2.292E-5	0.00375
4.24756	2.188E-5	0.00116
4.24823	1.937E-5	9.74759E-4
4.2489	1.937E-5	0.00104
4.24957	1.52E-5	0.00108
4.25024	1.186E-5	0.00112
4.2509	9.87E-6	9.85106E-4
4.25157	7.95E-6	9.64117E-4
4.25224	7.06E-6	0.00105
4.25291	6.07E-6	0.00103
4.25358	6.07E-6	9.9652E-4
4.25424	5.46E-6	9.29746E-4
4.25491	4.5E-6	9.00553E-4
4.25558	3.73E-6	8.59645E-4
4.25625	3.37E-6	9.08453E-4
4.25692	3.05E-6	8.55122E-4
4.25759	2.3E-6	0.0011
4.25825	1.99E-6	0.00104
4.25892	6.83288E-7	7.12159E-4
4.25959	6.83288E-7	9.11531E-4
4.26026	6.83288E-7	0.00105
4.26093	7.48376E-7	9.79657E-4
4.2616	1.08E-6	9.8023E-4
4.26226	1.22E-6	8.60653E-4
4.26293	1.28E-6	9.46778E-4
4.2636	1.28E-6	0.00107
4.26427	1.28E-6	9.12715E-4
4.26494	1.28E-6	9.00254E-4
4.2656	1.15E-6	8.69498E-4
4.26627	1.32232E-7	9.20206E-4
4.26694	4.9826E-8	8.89765E-4
4.26761	1.15E-6	8.31329E-4
4.26828	1.15E-6	9.5219E-4
4.26961	2.16E-6	0.00104
4.27028	2.16E-6	9.42038E-4
4.27362	5.77867E-7	8.3746E-4
4.27429	9.31911E-7	9.54044E-4
4.27496	9.31911E-7	9.95843E-4
4.27563	9.56546E-7	8.4992E-4
4.27629	1.06E-6	7.7406E-4
4.27696	1.38E-6	9.56268E-4
4.27763	3.02E-6	9.50075E-4
4.2783	3.77E-6	7.77883E-4
4.27897	4.1E-6	8.95561E-4
4.27963	4.57E-6	8.48522E-4
4.2803	7.66E-6	9.63153E-4
4.28097	8.37E-6	8.12444E-4
4.28164	1.386E-5	8.94958E-4
4.2823	1.824E-5	0.00113
4.28297	2.185E-5	0.00111
4.28364	3.145E-5	0.0012
4.28431	3.733E-5	8.59979E-4
4.28498	4.932E-5	0.00109
4.28564	6.095E-5	0.0012
4.28631	7.335E-5	0.00137
4.28698	9.254E-5	0.00167
4.28765	1.0745E-4	0.00157
4.28832	1.2426E-4	0.00164
4.28898	1.5093E-4	0.00169
4.28965	1.7789E-4	0.00193
4.29032	1.937E-4	0.00189
4.29099	2.277E-4	0.00204
4.29166	2.4183E-4	0.0022
4.29232	2.665E-4	0.00225
4.29299	2.6831E-4	0.00219
4.29366	3.0147E-4	0.0023
4.29433	3.0355E-4	0.00234
4.29499	3.0896E-4	0.00229
4.29566	3.1311E-4	0.00235
4.29633	3.2241E-4	0.00234
4.297	3.2523E-4	0.00246
4.29767	3.5906E-4	0.00258
4.29833	3.7382E-4	0.00251
4.299	3.7382E-4	0.00261
4.29967	3.7754E-4	0.00249
4.30034	3.8118E-4	0.00261
4.301	3.7754E-4	0.00263
4.30167	3.8118E-4	0.00264
4.30234	3.8555E-4	0.00258
4.30301	3.9794E-4	0.00267
4.30364	3.9864E-4	0.00249
4.30431	4.0264E-4	0.00273
4.30498	4.2091E-4	0.00276
4.30565	4.2535E-4	0.00274
4.30631	4.2653E-4	0.0027
4.30698	4.2653E-4	0.0027
4.30765	4.3077E-4	0.0029
4.30832	4.4129E-4	0.00283
4.30898	4.4129E-4	0.00271
4.30965	4.4203E-4	0.00282
4.31032	4.45E-4	0.00263
4.31099	4.5104E-4	0.00285
4.31165	4.5104E-4	0.00281
4.31232	4.5296E-4	0.00283
4.31299	4.5104E-4	0.00272
4.31366	4.5104E-4	0.00288
4.31432	4.5953E-4	0.00277
4.31499	4.5953E-4	0.00269
4.31566	4.5953E-4	0.00281
4.31633	4.6104E-4	0.00274
4.317	4.6209E-4	0.00276
4.31766	4.7287E-4	0.00264
4.31833	4.7306E-4	0.00273
4.319	4.7287E-4	0.00276
4.31967	4.7306E-4	0.00276
4.32033	4.754E-4	0.00279
4.321	4.754E-4	0.00279
4.32167	4.7644E-4	0.00281
4.32234	4.7644E-4	0.00283
4.323	4.8024E-4	0.00285
4.32367	4.9275E-4	0.00266
4.32434	4.936E-4	0.00289
4.32501	4.9275E-4	0.00304
4.32567	4.9275E-4	0.00294
4.32634	4.936E-4	0.0029
4.32701	4.8975E-4	0.00281
4.32768	4.8751E-4	0.00292
4.32834	4.8751E-4	0.00276
4.32901	4.8801E-4	0.0029
4.32968	4.8232E-4	0.00286
4.33035	4.8229E-4	0.00287
4.33101	4.8801E-4	0.0028
4.33168	4.8801E-4	0.00278
4.33235	4.9784E-4	0.00292
4.33301	4.9784E-4	0.00308
4.33368	4.99E-4	0.0031
4.33435	4.99E-4	0.00298
4.33502	4.99E-4	0.003
4.33568	4.8802E-4	0.00294
4.33635	4.8802E-4	0.00287
4.33702	4.8802E-4	0.00297
4.33769	4.8802E-4	0.00297
4.33835	4.8809E-4	0.00303
4.33902	4.9083E-4	0.00304
4.33969	4.9957E-4	0.00294
4.34036	4.9083E-4	0.00302
4.34102	4.9083E-4	0.00316
4.34169	5.0841E-4	0.00292
4.34236	5.0406E-4	0.00298
4.34302	4.8875E-4	0.00302
4.34369	4.8875E-4	0.00299
4.34436	5.034E-4	0.00312
4.34503	5.034E-4	0.00301
4.34569	5.034E-4	0.00321
4.34636	5.034E-4	0.00302
4.34703	5.034E-4	0.00299
4.34769	5.0223E-4	0.00303
4.34836	5.0223E-4	0.00316
4.34903	4.9817E-4	0.00317
4.3497	4.9817E-4	0.00323
4.35036	4.8338E-4	0.0031
4.35103	4.7261E-4	0.00295
4.3517	4.7261E-4	0.00302
4.35237	4.7261E-4	0.003
4.35303	4.74E-4	0.00309
4.3537	4.7824E-4	0.00304
4.35437	4.8394E-4	0.00313
4.35503	4.8872E-4	0.00308
4.3557	4.8872E-4	0.00325
4.35637	4.8872E-4	0.00315
4.35704	4.8872E-4	0.00308
4.3577	4.8872E-4	0.00314
4.35837	4.9671E-4	0.00317
4.35904	4.9671E-4	0.00324
4.3597	4.9698E-4	0.0033
4.36037	5.1034E-4	0.00312
4.36104	5.1034E-4	0.00325
4.3617	5.0224E-4	0.00316
4.36234	5.0224E-4	0.00317
4.36301	5.0275E-4	0.00323
4.36367	5.0275E-4	0.00296
4.36434	5.0275E-4	0.00325
4.36501	5.0275E-4	0.00323
4.36567	5.0275E-4	0.0032
4.36634	5.0099E-4	0.00324
4.36701	4.9622E-4	0.00326
4.36768	4.9622E-4	0.00325
4.36834	5.0099E-4	0.0033
4.36901	4.9939E-4	0.00323
4.36968	4.9939E-4	0.00333
4.37034	4.9939E-4	0.00328
4.37101	4.9939E-4	0.00328
4.37168	4.9939E-4	0.00314
4.37235	5.163E-4	0.00325
4.37301	5.163E-4	0.00339
4.37368	5.163E-4	0.00336
4.37435	5.1228E-4	0.0034
4.37501	5.1228E-4	0.00315
4.37568	5.1101E-4	0.00336
4.37635	5.1101E-4	0.00333
4.37701	5.1101E-4	0.00342
4.37768	5.0253E-4	0.00345
4.37835	4.911E-4	0.00331
4.37901	4.905E-4	0.00314
4.37968	4.8732E-4	0.00328
4.38035	4.8732E-4	0.00339
4.38101	4.8732E-4	0.00331
4.38168	4.3375E-4	0.0031
4.38235	4.3375E-4	0.0032
4.38302	4.3375E-4	0.00316
4.38368	4.3271E-4	0.00313
4.38435	4.3271E-4	0.0032
4.38502	4.3271E-4	0.00308
4.38568	4.221E-4	0.00294
4.38635	4.221E-4	0.00289
4.38702	4.2E-4	0.00308
4.38768	4.2E-4	0.00304
4.38835	4.2E-4	0.00302
4.38902	4.1747E-4	0.00282
4.38968	3.9782E-4	0.00288
4.39035	3.9782E-4	0.00301
4.39102	3.9782E-4	0.00276
4.39168	4.1206E-4	0.00306
4.39235	4.1206E-4	0.00305
4.39302	4.1206E-4	0.003
4.39368	4.1206E-4	0.00278
4.39435	4.1206E-4	0.00287
4.39502	4.3291E-4	0.00327
4.39568	4.3591E-4	0.00301
4.39635	4.4208E-4	0.00303
4.39702	4.3647E-4	0.00308
4.39768	4.4208E-4	0.00318
4.39835	4.5467E-4	0.00303
4.39902	4.5781E-4	0.00312
4.39968	4.6528E-4	0.00315
4.40035	4.9817E-4	0.00315
4.40102	4.9817E-4	0.00329
4.40168	4.9817E-4	0.00326
4.40235	4.9817E-4	0.00311
4.40302	4.9627E-4	0.00315
4.40368	4.8904E-4	0.00331
4.40435	4.8971E-4	0.00319
4.40502	4.8971E-4	0.00319
4.40568	4.8904E-4	0.00315
4.40635	4.6395E-4	0.00306
4.40702	4.546E-4	0.00302
4.40768	4.546E-4	0.00295
4.40835	4.546E-4	0.00304
4.40902	4.8833E-4	0.00317
4.40968	4.8833E-4	0.0033
4.41035	4.8833E-4	0.00333
4.41102	4.7091E-4	0.0032
4.41168	4.7091E-4	0.00296
4.41235	4.7091E-4	0.00319
4.41302	4.9197E-4	0.0031
4.41368	4.9197E-4	0.00304
4.41435	4.9197E-4	0.00321
4.41501	4.5739E-4	0.00274
4.41568	4.5739E-4	0.00316
4.41635	4.5739E-4	0.0032
4.41701	4.6985E-4	0.00307
4.41765	4.7068E-4	0.00304
4.41831	4.7299E-4	0.00316
4.41898	4.7299E-4	0.00317
4.41965	4.7299E-4	0.00307
4.42031	4.724E-4	0.0031
4.42098	4.724E-4	0.00294
4.42165	4.724E-4	0.00308
4.42231	4.8004E-4	0.00323
4.42298	4.8506E-4	0.00311
4.42365	4.8506E-4	0.00315
4.42431	4.8506E-4	0.00304
4.42498	4.6553E-4	0.00311
4.42564	4.6553E-4	0.00303
4.42631	4.6553E-4	0.00316
4.42698	4.9105E-4	0.00311
4.42764	4.9105E-4	0.00312
4.42831	4.9105E-4	0.00318
4.42898	4.7371E-4	0.00325
4.42964	4.6456E-4	0.00297
4.43031	4.6456E-4	0.00298
4.43098	4.6456E-4	0.00296
4.43164	4.7812E-4	0.00306
4.43231	4.8105E-4	0.00312
4.43297	4.8105E-4	0.00303
4.43364	4.7812E-4	0.00319
4.43431	4.7764E-4	0.00309
4.43497	4.7513E-4	0.00317
4.43564	4.7513E-4	0.00302
4.4363	4.6922E-4	0.00315
4.43697	4.7764E-4	0.00313
4.43764	4.8717E-4	0.00298
4.4383	4.8717E-4	0.00319
4.43897	4.6922E-4	0.00316
4.43964	4.6163E-4	0.00327
4.4403	4.6163E-4	0.00296
4.44097	4.6163E-4	0.00303
4.44164	4.6687E-4	0.00312
4.4423	4.9086E-4	0.00332
4.44297	4.9086E-4	0.00334
4.44363	4.9086E-4	0.00327
4.4443	4.7873E-4	0.00315
4.44497	4.7873E-4	0.00309
4.44563	4.7873E-4	0.00319
4.4463	4.9816E-4	0.00334
4.44696	4.9823E-4	0.00326
4.44763	4.9823E-4	0.00337
4.4483	4.9816E-4	0.00319
4.44896	4.836E-4	0.00323
4.44963	4.745E-4	0.00302
4.45029	4.745E-4	0.00319
4.45096	4.745E-4	0.00324
4.45163	4.745E-4	0.00313
4.45229	4.745E-4	0.00333
4.45296	4.8588E-4	0.00315
4.45362	4.7672E-4	0.00314
4.45429	4.718E-4	0.00322
4.45496	4.635E-4	0.0032
4.45562	4.6592E-4	0.00323
4.45629	4.6592E-4	0.00311
4.45695	4.635E-4	0.00316
4.45762	4.6592E-4	0.00318
4.45829	4.7735E-4	0.00319
4.45895	4.8066E-4	0.0032
4.45962	4.8066E-4	0.00361
4.46028	4.8066E-4	0.00323
4.46095	4.6934E-4	0.00317
4.46162	4.6934E-4	0.00333
4.46228	4.6934E-4	0.00325
4.46295	4.9386E-4	0.00326
4.46361	4.9386E-4	0.00349
4.46425	4.9386E-4	0.0035
4.46491	4.8251E-4	0.00335
4.46558	4.6076E-4	0.00328
4.46625	4.6076E-4	0.00319
4.46691	4.6076E-4	0.00314
4.46758	4.6588E-4	0.00327
4.46824	4.8518E-4	0.00342
4.46891	4.8518E-4	0.0033
4.46957	4.8518E-4	0.00348
4.47024	4.6155E-4	0.00326
4.47091	4.6155E-4	0.00332
4.47157	4.6155E-4	0.00332
4.47224	4.7516E-4	0.00331
4.4729	4.7653E-4	0.00323
4.47357	4.8363E-4	0.00344
4.47424	4.8444E-4	0.00342
4.4749	4.8444E-4	0.00333
4.47557	4.8363E-4	0.00334
4.47623	4.7093E-4	0.00339
4.4769	4.6147E-4	0.00328
4.47756	4.6147E-4	0.00331
4.47823	4.6147E-4	0.00331
4.4789	4.775E-4	0.00334
4.47956	4.775E-4	0.00345
4.48023	4.775E-4	0.00329
4.48089	4.775E-4	0.00321
4.48156	4.775E-4	0.00332
4.48222	4.7761E-4	0.00335
4.48289	4.8524E-4	0.00338
4.48356	4.8524E-4	0.00336
4.48422	4.8524E-4	0.00338
4.48489	4.8823E-4	0.0032
4.48555	4.8823E-4	0.00339
4.48622	4.9199E-4	0.00349
4.48688	4.9199E-4	0.00341
4.48755	4.9199E-4	0.00333
4.48822	4.8534E-4	0.00329
4.48888	4.7535E-4	0.00327
4.48955	4.7535E-4	0.00318
